Current Region,CurrentDistrict,Previous Region,PreviousDistrict,Arrival,ZoneName,OrganisationAcronym,0-4M,0-4F,5-11M,5-11F,12-17M,12-17F,18_59M,18_59F,60+M,60+F,Individuals,Category,Need
SO24,Baidoa,SO24,Diinsoor,2/4/2019,South  Central,IRMAN-HRD ,2,1,1,2,1,0,0,1,1,0,9,Drought,Livelihood support
SO24,Baidoa,SO24,Qansax Dheere,2/3/2019,South  Central,IRMAN-HRD ,2,1,1,1,1,0,1,1,0,0,8,Conflict/Insecurity,Livelihood support
SO24,Baidoa,SO24,Baidoa,2/4/2019,South  Central,IRMAN-HRD ,2,1,1,1,1,0,1,1,0,0,8,Conflict/Insecurity,Livelihood support
SO24,Baidoa,SO24,Baidoa,2/4/2019,South  Central,IRMAN-HRD ,2,1,0,1,1,1,0,1,1,0,8,Drought,Livelihood support
SO24,Baidoa,SO25,Tayeeglow,2/3/2019,South  Central,IRMAN-HRD ,2,1,1,0,0,0,1,1,0,0,6,Drought,Food
SO24,Baidoa,SO24,Baidoa,2/3/2019,South  Central,IRMAN-HRD ,2,1,1,1,1,1,1,1,1,0,10,Drought,Livelihood support
SO24,Baidoa,SO24,Baidoa,2/4/2019,South  Central,IRMAN-HRD ,2,1,1,1,1,0,0,1,1,0,8,Drought,Livelihood support
SO28,Kismayo,SO28,Jamaame,2/5/2019,South  Central,SEDHURO,0,0,1,0,1,1,1,1,0,0,5,Conflict/Insecurity,Food
SO28,Kismayo,SO28,Jamaame,2/5/2019,South  Central,SEDHURO,0,1,1,1,1,1,1,1,0,0,7,Drought,Food
SO15,Ceel Afweyn,SO15,Ceel Afweyn,1/18/2019,Somaliland,SOYDAVOSANAAG,1,0,1,3,0,0,1,1,0,0,7,Drought,Livelihood support
SO15,Ceel Afweyn,SO15,Ceel Afweyn,1/18/2019,Somaliland,SOYDAVOSANAAG,1,0,1,3,0,0,1,1,0,0,7,Drought,Livelihood support
SO15,Ceel Afweyn,SO15,Ceerigaabo,1/15/2019,Somaliland,SOYDAVOSANAAG,2,0,1,2,0,0,1,2,0,2,10,Drought,Livelihood support
SO14,Caynabo,SO14,Caynabo,1/30/2019,Somaliland,SOYDAVO,0,1,1,0,0,2,1,0,1,0,6,Other,Food
SO14,Caynabo,SO13,Buuhoodle,1/31/2019,Somaliland,SOYDAVO,0,1,0,1,0,0,0,1,0,1,4,Other,Food
SO14,Caynabo,SO14,Caynabo,2/2/2019,Somaliland,SOYDAVO,0,1,1,0,0,2,0,1,0,0,5,Other,Health
SO16,Qardho,SO21,Adan Yabaal,2/2/2019,Puntland,PDO,0,2,0,0,0,0,0,1,0,0,3,Conflict/Insecurity,Shelter
SO18,Galdogob,SO18,Gaalkacyo,2/5/2019,Puntland,SBACO,2,0,2,1,0,1,0,1,0,0,7,Drought,Livelihood support
SO24,Baidoa,SO24,Baidoa,2/4/2019,South  Central,KANAVA,1,2,0,0,0,0,1,1,0,0,5,Drought,Food
SO24,Baidoa,SO24,Baidoa,2/4/2019,South  Central,KANAVA,2,1,1,0,0,0,1,1,0,0,6,Drought,Food
SO18,Gaalkacyo,SO18,Gaalkacyo,2/5/2019,Puntland,SBACO,2,0,0,0,1,1,0,1,0,0,5,Drought,Livelihood support
SO24,Baidoa,SO24,Baidoa,2/4/2019,South  Central,KANAVA,1,0,0,2,0,0,1,1,0,0,5,Drought,Food
SO18,Galdogob,SO18,Gaalkacyo,2/4/2019,Puntland,SBACO,2,0,1,0,1,1,1,0,0,0,6,Drought,Livelihood support
SO16,Qardho,SO16,Qardho,2/3/2019,Puntland,PDO,2,1,1,2,0,0,1,1,0,0,8,Drought,Shelter
SO28,Kismayo,SO28,Jamaame,2/6/2019,South  Central,SEDHURO,0,0,0,1,1,1,1,1,0,0,5,Drought,Food
SO18,Galdogob,SO18,Galdogob,2/5/2019,Puntland,SBACO,2,0,0,1,0,0,1,0,0,0,4,Drought,Livelihood support
SO24,Baidoa,SO24,Baidoa,2/4/2019,South  Central,KANAVA,1,0,0,0,0,0,1,1,0,0,3,Drought,Food
SO18,Gaalkacyo,SO20,Belet Weyne,2/6/2019,Puntland,SBACO,2,0,2,0,1,1,0,1,0,0,7,Drought,Health
SO28,Kismayo,SO28,Jamaame,2/6/2019,South  Central,SEDHURO,1,1,1,0,1,0,1,0,0,0,5,Conflict/Insecurity,Food
SO16,Qardho,SO20,Belet Weyne,2/3/2019,Puntland,PDO,1,1,2,1,1,0,0,1,0,0,7,Drought,Shelter
SO18,Gaalkacyo,SO22,Banadir,2/6/2019,Puntland,SBACO,0,0,0,0,1,3,0,1,0,0,5,Drought,Livelihood support
SO18,Gaalkacyo,SO18,Gaalkacyo,2/2/2019,Puntland,TASS,1,0,0,2,1,1,1,1,0,0,7,Drought,Food
SO24,Baidoa,SO25,Xudur,2/4/2019,South  Central,KANAVA,2,1,0,1,0,0,1,1,0,0,6,Conflict/Insecurity,Food
SO16,Qardho,SO22,Banadir,1/31/2019,Puntland,PDO,0,1,2,1,0,0,1,1,0,0,6,Drought,Equal access to Aid
SO24,Baidoa,SO25,Xudur,2/4/2019,South  Central,KANAVA,1,0,0,1,0,0,1,1,0,0,4,Conflict/Insecurity,Food
SO16,Qardho,SO22,Banadir,2/2/2019,Puntland,PDO,0,1,2,1,1,0,1,1,0,0,7,Conflict/Insecurity,Equal access to Aid
SO24,Baidoa,SO25,Xudur,2/4/2019,South  Central,KANAVA,2,1,0,0,0,0,1,1,0,0,5,Conflict/Insecurity,Food
SO24,Baidoa,SO25,Xudur,2/4/2019,South  Central,KANAVA,1,2,0,1,0,0,1,1,0,0,6,Conflict/Insecurity,Food
SO18,Gaalkacyo,SO18,Gaalkacyo,2/6/2019,Puntland,SBACO,0,0,2,0,0,0,1,1,0,0,4,Drought,Livelihood support
SO18,Gaalkacyo,SO18,Gaalkacyo,2/6/2019,Puntland,SBACO,0,2,0,0,1,0,1,1,0,0,5,Drought,Livelihood support
SO28,Jamaame,SO28,Jamaame,2/5/2019,South  Central,JF,2,2,1,1,0,0,1,1,1,0,9,Conflict/Insecurity,Shelter
SO14,Laas Caanood,SO14,Taleex,2/6/2019,Somaliland,SVO,1,1,1,1,1,1,1,1,1,0,9,Drought,Health
SO28,Jamaame,SO28,Jamaame,2/5/2019,South  Central,JF,1,1,1,1,1,1,1,1,0,0,8,Conflict/Insecurity,Shelter
SO16,Qardho,SO22,Banadir,2/3/2019,Puntland,PDO,0,2,1,1,0,0,0,1,0,0,5,Conflict/Insecurity,Livelihood support
SO28,Jamaame,SO28,Jamaame,2/5/2019,South  Central,JF,2,1,1,1,1,1,1,1,0,1,10,Conflict/Insecurity,Shelter
SO16,Qardho,SO16,Bossaso,2/4/2019,Puntland,PDO,1,0,0,0,0,0,1,1,0,0,3,Conflict/Insecurity,Livelihood support
SO16,Qardho,SO16,Bossaso,2/3/2019,Puntland,PDO,2,0,2,0,1,0,1,1,0,0,7,Conflict/Insecurity,Livelihood support
SO28,Jamaame,SO28,Jamaame,2/5/2019,South  Central,JF,1,1,1,1,0,1,1,1,0,1,8,Conflict/Insecurity,Shelter
SO28,Afmadow,SO27,Bu'aale,2/5/2019,South  Central,SAF,1,1,1,2,0,1,1,1,0,0,8,Conflict/Insecurity,Food
SO28,Afmadow,SO27,Bu'aale,2/5/2019,South  Central,SAF,1,1,1,2,0,1,1,1,0,0,8,Conflict/Insecurity,Food
SO28,Jamaame,SO28,Jamaame,2/5/2019,South  Central,JF,2,1,1,1,1,2,1,1,1,1,12,Conflict/Insecurity,Shelter
SO14,Laas Caanood,SO14,Laas Caanood,2/6/2019,Somaliland,SVO,1,1,2,1,1,1,1,1,0,0,9,Drought,Health
SO24,Baidoa,SO24,Baidoa,2/5/2019,South  Central,IRMAN-HRD ,1,1,1,1,0,0,0,1,0,0,5,Drought,Shelter
SO22,Banadir,SO23,Wanla Weyn,2/5/2019,South  Central,SRDO,1,1,1,1,0,0,0,1,1,0,6,Drought,
SO22,Banadir,SO23,Wanla Weyn,2/5/2019,South  Central,SRDO,1,1,1,0,0,1,1,1,0,1,7,Drought,
SO22,Banadir,SO23,Wanla Weyn,2/5/2019,South  Central,SRDO,1,1,1,0,0,0,1,1,0,0,5,Drought,
SO22,Banadir,SO23,Wanla Weyn,2/5/2019,South  Central,SRDO,1,1,0,0,0,0,1,1,0,0,4,Drought,
SO23,Afgooye,SO23,Afgooye,2/6/2019,South  Central,KAHRO,0,0,1,1,1,1,1,1,1,0,7,Drought,Equal access to Aid
SO23,Afgooye,SO23,Afgooye,2/6/2019,South  Central,KAHRO,0,0,1,1,1,1,1,1,1,0,7,Drought,Equal access to Aid
SO23,Afgooye,SO23,Afgooye,2/6/2019,South  Central,KAHRO,0,0,0,0,0,0,1,1,0,0,2,Drought,Food
SO23,Afgooye,SO23,Afgooye,2/6/2019,South  Central,KAHRO,0,0,0,1,1,1,1,1,1,0,6,Drought,Social/clan protection
SO23,Afgooye,SO23,Afgooye,2/6/2019,South  Central,KAHRO,0,1,1,1,1,0,0,0,0,0,4,Drought,Livelihood support
SO23,Afgooye,SO23,Afgooye,2/6/2019,South  Central,KAHRO,0,0,0,1,1,1,0,0,0,0,3,Drought,Health
SO23,Afgooye,SO23,Qoryooley,2/6/2019,South  Central,KAHRO,0,1,1,1,1,1,1,0,0,0,6,Drought,Food
SO18,Gaalkacyo,SO16,Bossaso,2/6/2019,Puntland,SOSDA,1,2,1,1,1,0,0,1,0,0,7,Drought,Food
SO23,Afgooye,SO23,Qoryooley,2/6/2019,South  Central,KAHRO,0,0,0,0,1,1,1,1,0,0,4,Drought,Livelihood support
SO23,Afgooye,SO23,Qoryooley,2/6/2019,South  Central,KAHRO,1,1,0,1,1,1,1,1,0,0,7,Drought,Livelihood support
SO18,Gaalkacyo,SO16,Bossaso,2/6/2019,Puntland,SOSDA,1,1,1,1,1,1,1,1,1,0,9,Drought,Transport
SO18,Gaalkacyo,SO16,Bossaso,2/6/2019,Puntland,SOSDA,1,2,0,0,0,0,0,1,0,0,4,Drought,Water
SO23,Afgooye,SO23,Qoryooley,2/6/2019,South  Central,KAHRO,0,0,0,0,0,1,1,1,0,0,3,Drought,Livelihood support
SO18,Gaalkacyo,SO16,Qardho,2/6/2019,Puntland,SOSDA,1,1,1,1,0,0,1,1,0,0,6,Drought,Transport
SO18,Gaalkacyo,SO12,Hargeysa,2/6/2019,Puntland,SOSDA,2,1,0,0,0,1,0,1,0,0,5,Drought,Water
SO18,Gaalkacyo,SO12,Hargeysa,2/6/2019,Puntland,SOSDA,0,1,1,0,0,0,1,1,0,0,4,Drought,Transport
SO18,Gaalkacyo,SO12,Hargeysa,2/6/2019,Puntland,SOSDA,1,1,2,1,1,1,1,1,0,0,9,Drought,Water
SO18,Gaalkacyo,SO17,Garoowe,2/6/2019,Puntland,SOSDA,0,0,1,1,1,0,1,1,0,0,5,Drought,Water
SO18,Gaalkacyo,SO17,Garoowe,2/6/2019,Puntland,SOSDA,2,0,0,0,0,0,0,1,0,0,3,Drought,Water
SO18,Gaalkacyo,SO17,Burtinle,2/6/2019,Puntland,SOSDA,1,1,1,1,1,0,1,1,0,0,7,Drought,Water
SO26,Luuq,SO26,Luuq,2/6/2019,South  Central,CAFDARO,1,1,2,1,0,0,1,1,0,0,7,Drought,Food
SO18,Jariiban,SO18,Jariiban,2/6/2019,Puntland,TASS,2,3,1,1,2,2,1,2,2,0,16,Other,Livelihood support
SO15,Ceel Afweyn,SO15,Ceerigaabo,1/20/2019,Somaliland,SOYDAVOSANAAG,2,1,1,0,1,0,1,1,2,3,12,Drought,Livelihood support
SO27,Saakow,SO26,Baardheere,2/7/2019,South  Central,SDIO,1,0,0,2,0,0,0,1,0,0,4,Drought,Food
SO27,Saakow,SO26,Baardheere,2/7/2019,South  Central,SDIO,1,0,0,1,0,0,0,1,0,1,4,Drought,Food
SO27,Saakow,SO26,Baardheere,2/7/2019,South  Central,SDIO,0,2,0,0,1,0,0,1,1,0,5,Drought,Food
SO27,Saakow,SO24,Diinsoor,2/7/2019,South  Central,SDIO,1,0,0,3,0,0,1,1,1,0,7,Drought,Food
SO27,Saakow,SO24,Diinsoor,2/7/2019,South  Central,SDIO,0,0,1,3,0,1,0,1,0,0,6,Drought,Food
SO28,Kismayo,SO28,Jamaame,2/7/2019,South  Central,SEDHURO,1,0,1,0,1,0,1,1,0,0,5,Conflict/Insecurity,Food
SO16,Bossaso,SO22,Banadir,2/6/2019,Puntland,HADO,1,0,1,0,0,1,0,1,0,0,4,Drought,Equal access to Aid
SO28,Kismayo,SO28,Afmadow,2/7/2019,South  Central,SEDHURO,1,0,1,1,0,1,1,1,0,0,6,Drought,Food
SO16,Bossaso,SO22,Banadir,2/6/2019,Puntland,HADO,1,0,1,0,0,1,1,1,0,0,5,Drought,Shelter
SO16,Bossaso,SO22,Banadir,2/6/2019,Puntland,HADO,1,1,1,1,1,0,1,1,0,0,7,Drought,Water
SO16,Bossaso,SO22,Banadir,2/6/2019,Puntland,HADO,2,0,0,1,1,1,1,0,0,0,6,Drought,Shelter
SO16,Bossaso,SO22,Banadir,2/6/2019,Puntland,HADO,1,0,1,0,1,0,1,1,0,0,5,Drought,Food
SO18,Galdogob,SO18,Gaalkacyo,2/6/2019,Puntland,SBACO,0,1,1,0,0,0,0,1,0,0,3,Drought,Livelihood support
SO25,Tayeeglow,SO25,Tayeeglow,2/7/2019,South  Central,SCWRW,1,3,0,4,1,1,4,1,2,0,17,Drought,Food
SO16,Bossaso,SO22,Banadir,2/6/2019,Puntland,HADO,1,0,1,1,0,0,0,1,0,0,4,Drought,Shelter
SO16,Bossaso,SO22,Banadir,2/6/2019,Puntland,HADO,1,0,1,1,1,1,1,1,0,1,8,Drought,Shelter
SO12,Hargeysa,SO19,Cadaado,2/6/2019,Somaliland,VOSOMWO,1,1,0,0,1,0,1,1,0,0,5,Drought,Food
SO16,Bossaso,SO22,Banadir,2/6/2019,Puntland,HADO,1,0,0,0,0,1,1,0,0,0,3,Drought,Water
SO12,Hargeysa,SO20,Bulo Burto,2/6/2019,Somaliland,VOSOMWO,0,0,0,0,0,0,1,3,0,0,4,Drought,Water
SO12,Hargeysa,SO28,Kismayo,2/6/2019,Somaliland,VOSOMWO,1,0,1,0,0,0,3,2,0,0,7,Drought,Food
SO18,Jariiban,SO18,Jariiban,2/7/2019,Puntland,TASS,2,1,2,1,2,0,0,1,1,0,10,Other,Livelihood support
SO16,Qardho,SO16,Qardho,1/30/2019,Puntland,MRF,1,1,0,0,1,0,1,1,0,0,5,Other,Livelihood support
SO16,Qardho,SO16,Qardho,1/30/2019,Puntland,MRF,1,1,1,0,1,0,1,1,0,0,6,Other,Livelihood support
SO16,Qardho,SO16,Qardho,1/30/2019,Puntland,MRF,1,0,1,1,1,1,1,1,0,0,7,Other,Livelihood support
SO16,Qardho,SO16,Qardho,1/30/2019,Puntland,MRF,1,0,1,1,1,1,1,1,0,0,7,Other,Livelihood support
SO16,Qardho,SO16,Qardho,1/30/2019,Puntland,MRF,1,0,1,1,1,1,1,1,1,0,8,Other,Livelihood support
SO16,Qardho,SO16,Qardho,1/30/2019,Puntland,MRF,1,0,1,1,1,1,1,1,1,0,8,Other,Livelihood support
SO16,Qardho,SO16,Qardho,2/1/2019,Puntland,MRF,1,1,1,1,1,1,1,1,1,0,9,Other,Livelihood support
SO16,Qardho,SO16,Qardho,2/1/2019,Puntland,MRF,1,1,1,1,1,1,1,1,0,0,8,Other,Livelihood support
SO16,Qardho,SO16,Qardho,2/1/2019,Puntland,MRF,1,1,1,1,1,1,1,1,0,0,8,Other,Livelihood support
SO16,Qardho,SO16,Qardho,2/1/2019,Puntland,MRF,1,1,0,1,1,0,1,1,0,0,6,Other,Livelihood support
SO16,Qardho,SO16,Qardho,2/1/2019,Puntland,MRF,1,1,0,1,1,0,1,1,0,0,6,Other,Livelihood support
SO16,Qardho,SO16,Qardho,2/1/2019,Puntland,MRF,1,1,0,1,1,0,1,1,0,0,6,Other,Livelihood support
SO16,Qardho,SO16,Qardho,2/1/2019,Puntland,MRF,1,1,0,1,1,0,1,1,0,0,6,Other,Livelihood support
SO16,Qardho,SO16,Qardho,2/1/2019,Puntland,MRF,1,1,0,1,1,0,1,1,1,0,7,Other,Livelihood support
SO16,Qardho,SO16,Qardho,2/1/2019,Puntland,MRF,1,1,0,1,1,0,1,1,1,0,7,Other,Livelihood support
SO16,Qardho,SO16,Qardho,2/1/2019,Puntland,MRF,1,1,0,1,1,0,1,1,1,0,7,Other,Livelihood support
SO21,Balcad,SO21,Adan Yabaal,2/4/2019,South  Central,WOCSO,0,0,1,0,0,1,1,1,1,0,5,Conflict/Insecurity,Livelihood support
SO21,Balcad,SO21,Adan Yabaal,2/4/2019,South  Central,WOCSO,0,0,1,0,0,1,1,1,1,0,5,Conflict/Insecurity,Livelihood support
SO21,Balcad,SO21,Adan Yabaal,2/4/2019,South  Central,WOCSO,1,1,0,1,0,0,1,1,1,0,6,Conflict/Insecurity,Livelihood support
SO22,Banadir,SO23,Kurtunwaarey,2/4/2019,South  Central,SRDO,2,2,0,0,0,0,0,1,0,0,5,Conflict/Insecurity,Water
SO21,Balcad,SO21,Adan Yabaal,2/4/2019,South  Central,WOCSO,0,1,0,1,1,0,1,1,0,1,6,Conflict/Insecurity,Livelihood support
SO21,Balcad,SO21,Adan Yabaal,2/4/2019,South  Central,WOCSO,1,1,0,0,1,1,1,1,1,0,7,Conflict/Insecurity,Livelihood support
SO21,Balcad,SO21,Adan Yabaal,2/4/2019,South  Central,WOCSO,0,0,1,1,1,1,1,0,1,1,7,Conflict/Insecurity,Livelihood support
SO21,Balcad,SO21,Adan Yabaal,2/4/2019,South  Central,WOCSO,0,1,0,0,1,1,1,1,0,0,5,Conflict/Insecurity,Livelihood support
SO22,Banadir,SO23,Kurtunwaarey,2/4/2019,South  Central,SRDO,1,2,2,0,0,0,0,1,0,0,6,Conflict/Insecurity,Water
SO21,Balcad,SO21,Adan Yabaal,2/4/2019,South  Central,WOCSO,1,1,0,1,1,0,1,1,1,1,8,Conflict/Insecurity,Livelihood support
SO21,Balcad,SO21,Adan Yabaal,2/4/2019,South  Central,WOCSO,1,0,1,1,1,1,1,0,1,0,7,Conflict/Insecurity,Livelihood support
SO21,Balcad,SO21,Adan Yabaal,2/4/2019,South  Central,WOCSO,0,0,1,1,1,1,1,1,1,0,7,Conflict/Insecurity,Livelihood support
SO21,Balcad,SO21,Adan Yabaal,2/4/2019,South  Central,WOCSO,1,0,1,0,1,1,1,1,0,0,6,Conflict/Insecurity,Food
SO22,Banadir,SO23,Kurtunwaarey,2/4/2019,South  Central,SRDO,2,2,0,0,1,0,0,1,0,0,6,Conflict/Insecurity,Food
SO21,Balcad,SO21,Adan Yabaal,2/4/2019,South  Central,WOCSO,0,0,1,0,1,1,1,1,1,0,6,Conflict/Insecurity,Livelihood support
SO21,Balcad,SO21,Adan Yabaal,2/4/2019,South  Central,WOCSO,0,1,0,0,1,1,0,1,1,1,6,Conflict/Insecurity,Livelihood support
SO21,Balcad,SO21,Adan Yabaal,2/4/2019,South  Central,WOCSO,0,1,0,1,1,1,1,0,0,0,5,Conflict/Insecurity,Food
SO21,Balcad,SO21,Adan Yabaal,2/4/2019,South  Central,WOCSO,0,1,0,0,1,1,1,1,1,0,6,Conflict/Insecurity,Water
SO20,Bulo Burto,SO20,Bulo Burto,2/7/2019,South  Central,AGROCARE,0,0,0,1,0,1,2,3,0,0,7,Drought,Food
SO20,Bulo Burto,SO20,Bulo Burto,2/7/2019,South  Central,AGROCARE,0,0,0,0,0,1,1,2,0,0,4,Drought,Food
SO20,Bulo Burto,SO20,Bulo Burto,2/7/2019,South  Central,AGROCARE,2,0,0,0,0,0,1,3,0,0,6,Drought,Food
SO20,Bulo Burto,SO20,Bulo Burto,2/7/2019,South  Central,AGROCARE,0,0,0,0,0,0,2,1,0,0,3,Drought,Food
SO20,Bulo Burto,SO20,Bulo Burto,2/7/2019,South  Central,AGROCARE,1,0,0,1,0,1,1,1,0,0,5,Drought,Food
SO20,Bulo Burto,SO20,Bulo Burto,2/7/2019,South  Central,AGROCARE,0,0,0,0,1,0,1,1,0,0,3,Drought,Food
SO20,Bulo Burto,SO20,Bulo Burto,2/7/2019,South  Central,AGROCARE,0,0,0,0,0,0,3,1,0,0,4,Drought,Food
SO20,Bulo Burto,SO20,Bulo Burto,2/7/2019,South  Central,AGROCARE,0,0,2,0,0,1,2,3,0,0,8,Drought,Food
SO20,Bulo Burto,SO20,Bulo Burto,2/7/2019,South  Central,AGROCARE,0,0,0,0,0,1,3,1,0,0,5,Drought,Food
SO20,Bulo Burto,SO20,Bulo Burto,2/7/2019,South  Central,AGROCARE,0,0,0,0,0,0,1,3,0,0,4,Drought,Food
SO15,Ceel Afweyn,SO15,Ceerigaabo,1/10/2019,Somaliland,SOYDAVOSANAAG,1,0,2,3,0,1,1,2,0,0,10,Drought,Livelihood support
SO20,Bulo Burto,SO20,Bulo Burto,2/7/2019,South  Central,AGROCARE,0,0,0,0,0,0,3,4,0,0,7,Drought,Food
SO20,Bulo Burto,SO20,Bulo Burto,2/7/2019,South  Central,AGROCARE,2,0,0,0,0,0,2,1,0,0,5,Drought,Food
SO15,Ceel Afweyn,SO15,Ceerigaabo,1/17/2019,Somaliland,SOYDAVOSANAAG,1,1,0,0,1,1,1,1,0,0,6,Drought,Livelihood support
SO20,Bulo Burto,SO20,Bulo Burto,2/7/2019,South  Central,AGROCARE,0,0,0,0,1,0,2,0,0,0,3,Drought,Food
SO20,Bulo Burto,SO20,Bulo Burto,2/7/2019,South  Central,AGROCARE,0,0,0,0,0,0,3,2,0,0,5,Drought,Food
SO20,Bulo Burto,SO20,Bulo Burto,2/7/2019,South  Central,AGROCARE,0,0,0,0,1,0,3,4,0,0,8,Drought,
SO20,Bulo Burto,SO20,Bulo Burto,2/7/2019,South  Central,AGROCARE,0,0,0,0,0,0,1,1,0,0,2,Drought,Food
SO20,Bulo Burto,SO20,Bulo Burto,2/7/2019,South  Central,AGROCARE,0,0,0,2,0,1,1,0,0,0,4,Drought,Food
SO20,Bulo Burto,SO20,Bulo Burto,2/7/2019,South  Central,AGROCARE,0,0,0,0,0,0,1,1,0,0,2,Drought,Food
SO20,Bulo Burto,SO20,Bulo Burto,2/7/2019,South  Central,AGROCARE,0,0,0,0,1,0,3,2,0,0,6,Drought,Food
SO20,Bulo Burto,SO20,Bulo Burto,2/7/2019,South  Central,AGROCARE,0,0,0,0,0,1,1,2,0,0,4,Drought,Food
SO20,Bulo Burto,SO20,Bulo Burto,2/7/2019,South  Central,AGROCARE,0,0,0,0,0,0,0,0,0,1,1,Drought,Food
SO20,Bulo Burto,SO20,Bulo Burto,2/7/2019,South  Central,AGROCARE,0,0,0,0,1,0,3,1,0,0,5,Drought,Food
SO20,Bulo Burto,SO20,Bulo Burto,2/7/2019,South  Central,AGROCARE,0,0,0,0,0,0,1,1,0,0,2,Drought,
SO20,Bulo Burto,SO20,Bulo Burto,2/7/2019,South  Central,AGROCARE,0,0,0,0,0,0,2,3,0,0,5,Drought,Food
SO20,Bulo Burto,SO20,Bulo Burto,2/7/2019,South  Central,AGROCARE,0,0,0,0,0,0,1,2,0,0,3,Drought,Food
SO20,Bulo Burto,SO20,Bulo Burto,2/7/2019,South  Central,AGROCARE,1,0,0,1,0,1,2,2,0,0,7,Drought,Food
SO20,Bulo Burto,SO20,Bulo Burto,2/7/2019,South  Central,AGROCARE,0,0,0,0,0,0,2,2,0,0,4,Drought,Food
SO27,Saakow,SO26,Baardheere,2/9/2019,South  Central,SDIO,1,0,0,2,0,0,0,1,0,0,4,Drought,Food
SO27,Saakow,SO26,Baardheere,2/9/2019,South  Central,SDIO,1,0,0,3,0,0,0,1,0,0,5,Drought,Food
SO27,Saakow,SO26,Baardheere,2/9/2019,South  Central,SDIO,0,1,1,0,0,0,1,1,0,1,5,Drought,Food
SO27,Saakow,SO26,Baardheere,2/9/2019,South  Central,SDIO,0,0,0,0,1,0,0,1,0,0,2,Drought,Food
SO18,Galdogob,SO18,Gaalkacyo,2/8/2019,Puntland,SBACO,2,0,1,1,0,0,0,1,0,0,5,Drought,Livelihood support
SO12,Hargeysa,SO13,Burco,2/8/2019,Somaliland,VOSOMWO,0,0,0,0,1,1,1,3,0,0,6,Drought,Livelihood support
SO18,Galdogob,SO18,Gaalkacyo,2/8/2019,Puntland,SBACO,2,0,0,0,1,1,1,1,0,0,6,Drought,Livelihood support
SO18,Galdogob,SO18,Gaalkacyo,2/7/2019,Puntland,SBACO,2,0,0,0,0,1,1,0,0,0,4,Drought,Livelihood support
SO18,Gaalkacyo,SO18,Gaalkacyo,2/7/2019,Puntland,SBACO,2,1,3,0,0,0,0,1,0,0,7,Drought,Livelihood support
SO12,Hargeysa,SO12,Berbera,2/8/2019,Somaliland,VOSOMWO,0,0,0,0,1,1,2,1,0,0,5,Drought,Equal access to Aid
SO20,Bulo Burto,SO20,Bulo Burto,2/8/2019,South  Central,AGROCARE,0,0,0,0,0,0,3,4,0,0,7,Drought,Food
SO18,Gaalkacyo,SO18,Gaalkacyo,2/7/2019,Puntland,SBACO,2,2,3,0,0,0,1,1,0,0,9,Drought,Shelter
SO20,Bulo Burto,SO20,Bulo Burto,2/8/2019,South  Central,AGROCARE,0,0,0,0,0,0,0,1,1,0,2,Drought,Food
SO20,Bulo Burto,SO20,Bulo Burto,2/8/2019,South  Central,AGROCARE,0,0,0,0,0,1,1,3,0,0,5,Drought,Food
SO20,Bulo Burto,SO20,Bulo Burto,2/8/2019,South  Central,AGROCARE,1,0,0,2,0,1,2,2,0,0,8,Drought,Food
SO16,Qardho,SO14,Taleex,2/6/2019,Puntland,PDO,1,1,2,2,0,0,1,1,0,0,8,Drought,Shelter
SO20,Bulo Burto,SO20,Bulo Burto,2/8/2019,South  Central,AGROCARE,0,0,0,0,0,0,2,1,0,0,3,Drought,Food
SO16,Qardho,SO14,Taleex,2/6/2019,Puntland,PDO,1,0,0,2,0,0,1,1,0,0,5,Drought,Shelter
SO16,Qardho,SO17,Garoowe,2/5/2019,Puntland,PDO,1,0,0,0,0,0,0,1,0,0,2,Drought,Shelter
SO12,Hargeysa,SO17,Burtinle,2/8/2019,Somaliland,VOSOMWO,1,1,0,1,1,0,1,1,0,0,6,Drought,Water
SO16,Qardho,SO22,Banadir,2/6/2019,Puntland,PDO,0,2,2,0,1,0,1,1,0,0,7,Conflict/Insecurity,Livelihood support
SO12,Hargeysa,SO28,Badhaadhe,2/8/2019,Somaliland,VOSOMWO,1,0,0,0,0,0,2,1,0,0,4,Drought,Food
SO14,Laas Caanood,SO14,Taleex,2/9/2019,Somaliland,SVO,1,1,1,1,1,1,1,1,1,0,9,Drought,
SO19,Cadaado,SO18,Gaalkacyo,2/8/2019,South  Central,SOSDA,2,0,2,0,0,1,0,1,0,1,7,Drought,Livelihood support
SO16,Qardho,SO25,Xudur,2/6/2019,Puntland,PDO,2,0,1,1,0,0,1,1,0,0,6,Drought,Equal access to Aid
SO19,Cadaado,SO18,Gaalkacyo,2/9/2019,South  Central,SOSDA,2,1,1,0,1,1,1,1,0,0,8,Drought,Protection from conflict
SO19,Cadaado,SO18,Gaalkacyo,2/9/2019,South  Central,SOSDA,1,0,1,0,1,1,1,1,0,0,6,Drought,Transport
SO19,Cadaado,SO18,Gaalkacyo,2/9/2019,South  Central,SOSDA,2,0,1,0,1,1,0,1,0,0,6,Drought,Transport
SO14,Laas Caanood,SO14,Xudun,2/9/2019,Somaliland,SVO,1,1,2,2,1,1,1,1,1,0,11,Drought,Food
SO19,Cadaado,SO18,Gaalkacyo,2/9/2019,South  Central,SOSDA,0,2,1,0,3,0,1,1,1,1,10,Drought,Transport
